8.003188559350112724e-03,3.575213288986945408e+05
8.468752841109520105e-03,2.571199162825590465e+06
8.417422574257349063e-03,1.627770883461028337e+07
8.121525675803549504e-03,7.654869230065982044e+07
7.818528281090154561e-03,1.384043923941091597e+08
7.544398236996749385e-03,1.935796392159276307e+08
7.288791925459393341e-03,2.428576306425740421e+08
7.058971089188728273e-03,2.869098887939395308e+08
6.850316395341106597e-03,3.262818426434996724e+08
6.664292760070875642e-03,3.613951603191885948e+08
6.496949434871158308e-03,3.927315346025369763e+08
6.345043736539258267e-03,4.206410009267948866e+08
6.205386730291912248e-03,4.454422054356835485e+08
6.085891519350809277e-03,4.673573878656715751e+08
5.978161373385602016e-03,4.866771534110614657e+08
5.882818453219328982e-03,5.035993377254872322e+08
5.797505289946052083e-03,5.182798640414291620e+08
5.759473400639261546e-03,5.246515450340023637e+08
5.749279121618935777e-03,5.263523622357680202e+08
5.734554058082225875e-03,5.287405766603972316e+08
5.727144274251011642e-03,5.299877581771820188e+08
5.724103705129855030e-03,5.306248449032329321e+08
5.721201500790171028e-03,5.310187693888508677e+08
5.720160016524318547e-03,5.312890963720464706e+08
5.718256659985281390e-03,5.314862029314075708e+08
5.717355644991684548e-03,5.316357397321946621e+08
5.716677272469786186e-03,5.317524123395934105e+08
5.716137799433167709e-03,5.318453237502856255e+08
5.715941060297786286e-03,5.319204959769756794e+08
5.715329891180198976e-03,5.319821147979023457e+08
5.716145467691814697e-03,5.320332006288473606e+08
5.716133954864591020e-03,5.320759930176434517e+08
5.714557197856203093e-03,5.321121793543815017e+08
5.714301584057678712e-03,5.321430245099334717e+08
5.714216941521462617e-03,5.321695032610883713e+08
5.714100107310552540e-03,5.321923997910302281e+08
5.713958814381131859e-03,5.322123065465475917e+08
5.713871345316126095e-03,5.322296961308075190e+08
5.714573841949148990e-03,5.322449549553239346e+08
5.713702500480347460e-03,5.322583885846629739e+08
5.713627371571178976e-03,5.322702686837112904e+08
5.713549979809049925e-03,5.322807987963516116e+08
5.713507685786897369e-03,5.322901543149136305e+08
5.713465670895585651e-03,5.322984808194726110e+08
5.713731204099656985e-03,5.323058960292339325e+08
5.713372248430680957e-03,5.323125301006862521e+08
5.713519051993663951e-03,5.323184648230884075e+08
5.713302310090958951e-03,5.323237796240881085e+08
5.713642967113326601e-03,5.323287891590468884e+08
5.713228737235748027e-03,5.323337892165632844e+08
5.713221758932884517e-03,5.323387892169110179e+08
5.713139240916188799e-03,5.323437892169131041e+08
5.713163910193638610e-03,5.323487892169131041e+08
5.713117077611352436e-03,5.323537892169131041e+08
5.712929062379045776e-03,5.323587892169131041e+08
5.712423733501790016e-03,5.323637892169131041e+08
5.701782662696578893e-03,5.323687892169131041e+08
5.618027605038241994e-03,5.323738705722669363e+08
5.296258486397073528e-03,5.323840248589487672e+08
4.526934426344186337e-03,5.324015959521936178e+08
2.884516550730018176e-03,5.324204046734657884e+08
1.048785375577092642e-03,5.324344613312811255e+08
1.208064675506549798e-03,5.324514254778748155e+08
1.327503065479976535e-03,5.324863084641008377e+08
1.404603596637623132e-03,5.325088449097661972e+08
1.453301378259033196e-03,5.325363309468803406e+08
1.491795135034610200e-03,5.325794220024403930e+08
1.523341140262543655e-03,5.326565348300421834e+08
1.556448711314523982e-03,5.327333720713586807e+08
1.581410407993892034e-03,5.327759615357714295e+08
1.599612531810200517e-03,5.327968835985862613e+08
1.616487572420635200e-03,5.328071737562888861e+08
1.632516297633702495e-03,5.328249693988589644e+08
1.643500237479987927e-03,5.328342132453622818e+08
1.657729941135371822e-03,5.328461444607372880e+08
1.666994395002119106e-03,5.328554106602918506e+08
1.675537412517996488e-03,5.328641860507041812e+08
1.684173199057246995e-03,5.328745405565834641e+08
