9.250621021959498994e-03,3.575213288986945408e+05
9.584705220175578078e-03,9.921184512747655390e+05
9.622902152349456853e-03,2.571199162825590465e+06
9.452729345016067791e-03,1.627770883461028337e+07
8.802772096198042961e-03,7.654869230065982044e+07
8.136313352758554190e-03,1.384043923941091597e+08
7.526415356170244181e-03,1.935796392159276307e+08
6.955860029423288800e-03,2.428576306425740421e+08
6.444288081647247396e-03,2.869098887939395308e+08
5.962201388614258267e-03,3.262818426434996724e+08
5.521019069028187953e-03,3.613951603191885948e+08
5.116217881790294589e-03,3.927315346025369763e+08
4.746816244776507279e-03,4.206410009267948866e+08
4.405830378519401923e-03,4.454422054356835485e+08
4.085574762809071787e-03,4.673573878656715751e+08
3.799481568432669810e-03,4.866771534110614657e+08
3.546019511586102988e-03,5.035993377254872322e+08
3.372319191283848060e-03,5.182798640414291620e+08
2.836258032268149879e-03,5.246515450340023637e+08
2.715543494402789925e-03,5.250494085036539435e+08
2.497327801988022573e-03,5.263523622357680202e+08
2.186131642566887731e-03,5.287405766603972316e+08
1.986293297221584236e-03,5.299877581771820188e+08
1.864237812838506498e-03,5.306248449032329321e+08
1.782670811371784951e-03,5.310187693888508677e+08
1.721010985267833063e-03,5.312890963720464706e+08
1.676381231417161917e-03,5.314862029314075708e+08
1.639367300515519885e-03,5.316357397321946621e+08
1.609037136078663973e-03,5.317524123395934105e+08
1.582095465940196741e-03,5.318453237502856255e+08
1.558111456522613377e-03,5.319204959769756794e+08
1.537789448731066103e-03,5.319821147979023457e+08
1.520304073901497435e-03,5.320332006288473606e+08
1.503775068749752149e-03,5.320759930176434517e+08
1.488686229370988264e-03,5.321121793543815017e+08
1.475417510150365446e-03,5.321430245099334717e+08
1.463351092934176085e-03,5.321695032610883713e+08
1.451995808214466251e-03,5.321923997910302281e+08
1.441894652914908325e-03,5.322123065465475917e+08
1.432585307123294136e-03,5.322296961308075190e+08
1.424259156353876662e-03,5.322449549553239346e+08
1.416863147770440175e-03,5.322583885846629739e+08
1.410874152681033293e-03,5.322702686837112904e+08
1.405210867104572658e-03,5.322807987963516116e+08
1.400512827174872459e-03,5.322901543149136305e+08
1.396327841337630582e-03,5.322984808194726110e+08
1.392641465365360631e-03,5.323058960292339325e+08
1.389520576815076380e-03,5.323125301006862521e+08
1.386650140151141465e-03,5.323184648230884075e+08
1.384298482946355819e-03,5.323237796240881085e+08
1.381943244597605685e-03,5.323287891590468884e+08
1.379703874879369173e-03,5.323337892165632844e+08
1.377569670562538802e-03,5.323387892169110179e+08
1.375088050404300313e-03,5.323437892169131041e+08
1.372901762421841311e-03,5.323487892169131041e+08
1.371025233563076323e-03,5.323537892169131041e+08
1.368666858257442049e-03,5.323587892169131041e+08
1.366693397203330978e-03,5.323637892169131041e+08
1.366022442812734120e-03,5.323687892169131041e+08
1.372152630952069201e-03,5.323738705722669363e+08
1.399908848025854888e-03,5.323840248589487672e+08
1.456101025631353386e-03,5.324015959521936178e+08
1.547884991464555876e-03,5.324204046734657884e+08
1.638978971484619665e-03,5.324344613312811255e+08
1.767261290927886171e-03,5.324514254778748155e+08
2.183384284849179853e-03,5.324863084641008377e+08
2.583937361841901186e-03,5.325088449097661972e+08
3.209533259911266211e-03,5.325363309468803406e+08
4.641313252530580857e-03,5.325794220024403930e+08
8.955398240990860778e-03,5.326565348300421834e+08
1.578977737920681662e-02,5.327333720713586807e+08
2.059461688060525500e-02,5.327759615357714295e+08
2.295776122781862869e-02,5.327968835985862613e+08
2.424925196613661807e-02,5.328071737562888861e+08
2.605550225124637909e-02,5.328249693988589644e+08
2.713169400056678060e-02,5.328342132453622818e+08
2.807920950012533085e-02,5.328461444607372880e+08
2.893496164431635584e-02,5.328554106602918506e+08
2.934406444925307528e-02,5.328641860507041812e+08
2.972821204454296345e-02,5.328745405565834641e+08
3.000582757106564843e-02,5.328832887766392231e+08
2.984000780548646051e-02,5.328907150762910843e+08
2.964298547790091345e-02,5.328971322434842587e+08
2.925936918944715276e-02,5.329032847440714240e+08
2.883182665876268813e-02,5.329108015802711844e+08
2.816921390632981526e-02,5.329178024431253076e+08
2.738867173804994740e-02,5.329249724001795650e+08
2.653591628319651105e-02,5.329315178842582703e+08
2.568897933853012128e-02,5.329376064674516916e+08
2.479695914990396460e-02,5.329438898678963780e+08
2.380828998516264575e-02,5.329504741019235253e+08
2.277123959962201044e-02,5.329566916617954373e+08
2.171296974894663598e-02,5.329633731222301722e+08
2.065895752524052678e-02,5.329699219803099036e+08
1.969650828395153735e-02,5.329760418031133413e+08
1.872521384329229113e-02,5.329824890075880289e+08
1.773593399415026445e-02,5.329892235314311981e+08
1.687250032326475038e-02,5.329958544810408354e+08
1.602221845940487305e-02,5.330029817474520802e+08
1.518770424426862248e-02,5.330106589957908392e+08
1.427536246229649600e-02,5.330207372751231790e+08
1.352773187317391629e-02,5.330303052595096231e+08
1.277895715904039074e-02,5.330427106572080851e+08
1.210912600362390630e-02,5.330569042765709162e+08
1.158819987013875834e-02,5.330719877557526231e+08
1.110140672416590722e-02,5.330912572121016979e+08
1.069887425111618572e-02,5.331145947651377320e+08
1.035134761102992663e-02,5.331435399236304164e+08
1.004243836588342154e-02,5.331740120463033915e+08
9.747029801260244722e-03,5.332120455423769355e+08
9.329636614625632166e-03,5.332694859145369530e+08
8.939209458695633603e-03,5.333381952247663736e+08
8.478523912651374575e-03,5.334197408834598064e+08
8.166325718388808830e-03,5.334828752461437583e+08
7.875441691242598269e-03,5.335476804530072212e+08
7.473721296811950895e-03,5.336388491677234173e+08
7.069711907418882446e-03,5.337403928425577879e+08
6.710215903977601384e-03,5.338349998774383068e+08
6.316299666809184303e-03,5.339435028132803440e+08
5.950870144696031663e-03,5.340516608695004582e+08
5.672492609239944417e-03,5.341405276013521552e+08
5.371067726709475784e-03,5.342388047121726871e+08
5.090708060154115408e-03,5.343357556798602939e+08
4.794331383204046386e-03,5.344420132209146023e+08
4.505891950917311622e-03,5.345477505729046464e+08
4.330646002332518354e-03,5.346178259541726708e+08
4.125079167586648797e-03,5.347006065953153372e+08
3.891999728222834184e-03,5.348019317833536267e+08
3.687883456343732640e-03,5.348906407741417289e+08
3.489281402735606042e-03,5.349835488871067166e+08
3.281270071753222481e-03,5.350817214466044903e+08
3.124484870195115473e-03,5.351575180449376106e+08
2.999544764996746760e-03,5.352259603307667971e+08
2.846296277064083811e-03,5.353058304087995887e+08
2.654121367815376418e-03,5.354164877954091430e+08
2.452241763018192435e-03,5.355392090456042290e+08
2.317354490791294960e-03,5.356223776744167209e+08
2.197487266663691700e-03,5.356985659270437956e+08
2.082228863031170604e-03,5.357785140756635666e+08
1.944291247107358999e-03,5.358806135696312785e+08
1.807919985934543705e-03,5.359840667969865799e+08
1.691846944765105880e-03,5.360746683278384805e+08
1.555645781511563828e-03,5.361819609804805517e+08
1.454661454506681528e-03,5.362769611933004856e+08
1.310454413724925805e-03,5.364098635754246712e+08
1.182020564237140289e-03,5.365335551579062343e+08
1.061902540492519866e-03,5.366615129504193664e+08
9.606373871377580200e-04,5.367797929800902605e+08
8.519621702957996508e-04,5.369137103888063431e+08
7.489330711261654163e-04,5.370514506175348759e+08
6.538439674403162061e-04,5.371845443731194735e+08
5.672873329811296264e-04,5.373183124099892378e+08
4.849544716013192542e-04,5.374575118843126297e+08
4.204967850925653066e-04,5.375721477738105059e+08
3.685289066392253036e-04,5.376733838726460934e+08
3.008053546759696011e-04,5.378162760008745193e+08
2.532287140552330553e-04,5.379259131022439003e+08
2.037002325360337681e-04,5.380533355079561472e+08
1.560134720555957967e-04,5.381880013054777384e+08
1.139627046615584104e-04,5.383372940263500214e+08
9.024246391804459898e-05,5.384531033073018789e+08
7.981290981961880124e-05,5.385107526530656815e+08
7.352003838387534331e-05,5.385465977707753181e+08
6.873720675121571921e-05,5.385725795444761515e+08
6.495081117864285865e-05,5.385924688205772638e+08
6.169450892244098255e-05,5.386088525760461092e+08
5.854331281927546601e-05,5.386230836849905252e+08
5.564343806684361233e-05,5.386357897667045593e+08
5.298104356180968359e-05,5.386472348452996016e+08
5.038029277864554086e-05,5.386578206236362457e+08
4.780780824745966770e-05,5.386676744214287996e+08
4.538197092194908608e-05,5.386768312751917839e+08
4.299943089105340104e-05,5.386855712770129442e+08
4.074040152848182968e-05,5.386939069740129709e+08
3.849952940271538301e-05,5.387018888049131632e+08
3.631679370965923144e-05,5.387096048335063457e+08
3.417054975866760545e-05,5.387171322084304094e+08
3.236319796555456150e-05,5.387237871299380064e+08
3.215939154988444945e-05,5.387245159461182356e+08
3.023137377673506334e-05,5.387318027709116936e+08
2.834932608426880840e-05,5.387390896969954967e+08
2.653012174987905028e-05,5.387464641868472099e+08
2.479529642786441773e-05,5.387540275163558722e+08
2.318914601542665239e-05,5.387619351014358997e+08
2.169346481598709563e-05,5.387703959237641096e+08
2.038411032261018831e-05,5.387797016961804628e+08
1.931228224990077637e-05,5.387903177861371040e+08
1.867576868536626784e-05,5.388030262961770296e+08
1.882459957939143383e-05,5.388193803356567621e+08
2.013155880328869703e-05,5.388430546998010874e+08
2.365258424970029578e-05,5.388844776224098206e+08
3.246497807147369195e-05,5.389830616033269167e+08
5.420733379776710088e-05,5.392886239369682074e+08
8.174663039794273598e-05,5.398900590209479332e+08
9.509890410651716743e-05,5.405059982507739067e+08
1.121394250916060584e-04,5.410594135897674561e+08
1.454044753259725034e-04,5.416992980218280554e+08
1.917378686097727966e-04,5.424509441798576117e+08
2.610212091733949205e-04,5.433684484307125807e+08
3.842414265918182490e-04,5.444852205533461571e+08
6.886941984935214273e-04,5.462060472946635485e+08
1.495291722230058899e-03,5.501042381859407425e+08
2.067335459601518308e-03,5.559434878652746677e+08
2.364608450973589449e-03,5.624729211869097948e+08
2.548016289324705422e-03,5.695894752404552698e+08
2.675541448653621663e-03,5.782464538677902222e+08
2.776768391948840342e-03,5.883253896968454123e+08
2.804831078448549991e-03,5.942288353207011223e+08
2.812108731731554918e-03,6.009840395373312235e+08
2.815019079902068670e-03,6.060651214396697283e+08
2.828754739630217913e-03,6.096525110579541922e+08
2.862753978381573240e-03,6.172044455695905685e+08
2.844116833498206483e-03,6.232058119631189108e+08
2.823453737153090812e-03,6.306711006273193359e+08
2.807132471243614820e-03,6.384152719723937511e+08
2.789163871749547868e-03,6.470738281804913282e+08
2.814673852033287849e-03,6.568182809993847609e+08
2.775589584434106760e-03,6.633643776066141129e+08
2.726025336192419799e-03,6.712276533290680647e+08
2.686594579288990089e-03,6.798634978715075254e+08
2.629512871670035279e-03,6.878634663082352877e+08
2.576737748412324686e-03,6.979436383614038229e+08
2.506201201003172008e-03,7.078191726628298759e+08
2.550126810155860582e-03,7.153282880189218521e+08
2.481892914744406823e-03,7.234654341751230955e+08
2.420811710948444356e-03,7.336697225605790615e+08
2.331980379063295066e-03,7.452148137283172607e+08
2.259140490346375242e-03,7.572250245671317577e+08
2.295860026363195742e-03,7.668518680108113289e+08
2.215176864964128224e-03,7.765638452789069414e+08
2.114328958670532235e-03,7.909940574307169914e+08
2.012630841916543487e-03,8.069556927638381720e+08
1.931618756331889876e-03,8.192342197420147657e+08
1.942475254104905451e-03,8.308089847791950703e+08
1.877479824239637303e-03,8.399572660947313309e+08
1.825737942060428817e-03,8.489252773268688917e+08
1.790004738732531731e-03,8.562343939281065464e+08
1.762624916013349119e-03,8.627867087717666626e+08
1.743885176943190275e-03,8.675820044692598581e+08
1.735614964318432304e-03,8.720729832693588734e+08
1.710955799982980365e-03,8.764260764160275459e+08
1.716625652060284292e-03,8.797098458137998581e+08
1.645675233906840817e-03,8.835816262821654081e+08
1.639353778787654451e-03,8.878081453800653219e+08
1.733971011365131442e-03,8.908332088998739719e+08
1.665308670022884723e-03,8.938195381610630751e+08
1.658380462457921230e-03,8.974581435233223438e+08
1.655787557680658524e-03,9.005864516534674168e+08
1.656767718334954198e-03,9.025289459853488207e+08
1.657534858942153518e-03,9.033058507900546789e+08
1.664280403276836807e-03,9.059625724849566221e+08
1.668556574297298811e-03,9.083409673366578817e+08
1.671670751901417748e-03,9.104960851306828260e+08
1.921902834710355812e-03,9.116299428798569441e+08
2.129303906901586739e-03,9.117756587375545502e+08
1.729582627578949653e-03,9.124345251132478714e+08
1.729096066979463921e-03,9.144988147304570675e+08
1.727191771857610695e-03,9.149011558511699438e+08
1.726081074987315372e-03,9.151438086869516373e+08
1.721732501983052905e-03,9.162512166318342686e+08
1.710220250601608835e-03,9.198245081570959091e+08
1.704366138286496314e-03,9.231752475448970795e+08
1.705383342720425376e-03,9.262510405127292871e+08
1.709692748071176471e-03,9.288491658407961130e+08
1.713632461327720038e-03,9.309955877012848854e+08
1.716305987718516135e-03,9.329522231284890175e+08
1.715981429915743733e-03,9.341682454526617527e+08
1.990993590867420025e-03,9.350341798912081718e+08
2.113149359660364789e-03,9.350800096766246557e+08
2.238751073714681690e-03,9.351255413933480978e+08
2.234331423010574042e-03,9.353228509546738863e+08
1.737159689369738432e-03,9.365445397520225048e+08
1.724803833656699458e-03,9.392891246725854874e+08
1.716532642815281470e-03,9.420186685655990839e+08
1.712258737243732131e-03,9.447617512799901962e+08
1.713118234355639081e-03,9.472241311794687510e+08
1.717332642249170312e-03,9.493534765863624811e+08
1.722508974029698676e-03,9.511883244752547741e+08
1.732507778666574029e-03,9.530813626163643599e+08
1.724807425936959173e-03,9.544538644163174629e+08
1.718306518951541201e-03,9.554413957289041281e+08
1.701897428405327014e-03,9.562720060481854677e+08
1.671912784962382645e-03,9.569668868018672466e+08
1.624336877839824798e-03,9.575435266217602491e+08
1.547835893217546811e-03,9.580187757606579065e+08
1.453123662776354590e-03,9.584077865291525126e+08
1.324785221864494857e-03,9.587254009356230497e+08
1.176261187984160850e-03,9.589841551078773737e+08
1.005647380718845043e-03,9.591953850060863495e+08
8.350231297411026855e-04,9.593686567299828529e+08
6.838623812946738193e-04,9.595114850361387730e+08
5.679850848603314531e-04,9.596298375918344259e+08
4.839731461079750121e-04,9.597283131529812813e+08
4.255271852821161812e-04,9.598105517910999060e+08
3.815804672284288141e-04,9.598793813554350138e+08
3.508808880043423422e-04,9.599370553262346983e+08
3.271220770106946451e-04,9.599853688415955305e+08
3.103296573239641156e-04,9.600258348732119799e+08
2.976038295292998139e-04,9.600596277319991589e+08
2.875765482312021338e-04,9.600878194639422894e+08
